,business_id,date,review_id,stars,text,type,user_id,cool,useful,funny
7155,sHtnIhtnjB1uWMrZsM_Lsw,2011-08-31,MO27co7Z0p2hDI_-zS_OVQ,2,"I'm from Philly and had to stop in when I found out a Rita's was open.
It wasn't exactly what I had remembered, Flavor was just OK and not as intense. Not bad, but not great.

I prefer Repicci's Italian Ice. They don't have their own store, but it's carried at Cookiez on Mill in Tempe and also they are at a lot of festivals in the valley. You can also find quarts and pints at AJ's markets.

Just glad there are finally some good Italian Ice options for us East Coast folks out here in AZ!",review,ZTF84I4I5x4TBpdoWwLEmg,0,1,0
7167,PxeX1M8WtyPxX1MuuGIh-g,2012-03-31,dB62OZ5qf6S4X-Zu9FcUqA,1,"My part Jewish friend has been raving about this deli so come payday we went to check it out. Ive been in Phoenix a little over a month and have been getting sick from the food here...diarrhea lots, shit my pants once... anyway, i like to eat in divey non-american cuisine. This place aint seedy enough for me, I suppose.

I did not get ill from the food here

However....

 $12.95 for a sandwich, fries, and a dollop of soggy coleslaw ???

I kept hearing from my friend, his mom and the waitress that the sandys are HUGE.
nope.

Thought we might split one.
nope.

My sandwich was flavorless..err..thats a lie.. it tasted like stale bread.

$29.98 for 2 sandwiches and 2 sodas (its an effin sandwich!!!). I only had $40 (only ?)

Left the waitress $5.

Gave my friend the other $5 to put toward a plane ticket to New York where he might experience Kosher (and a bit of his heritage) on a more realistic scale.

..the fries were good tho.",review,PZc3S5ql5-VzEZm9TuyCpg,0,0,3
7170,8_wUsDlOE8Guecq5RZZjDg,2006-01-08,7ZujDqlte3aoLmFsa4P3oQ,1,"I went here because all my friends were peeing their pants about how good it is. Wrong.  The slow (perhaps retarted) staff with no customer service, alongside the barely mediocre tasting pizza both contributed to my disdain for this awful eatery. Fuck it...stick to Slices.",review,wJp8U2qXl_jYUgyW9thjGA,0,1,4
7172,VXIkI9_EbDbYHeO9IzKjJg,2008-11-18,-cu3MI5GofQOgr3BAFPSyg,2,"This might be a good way to kill time if you're near the airport, the food really wasn't that great. It tasted cheap and like it had been sitting there for a very long time. I had the caldo 7 mares and it was lukewarm, wayyy too salty, and the shrimp were mushy. It was pretty gross. The carne asada tacos were mostly gristle, and I couldn't really taste my enchilidas with the thick blanket of sour cream over them. For $20, I could've gotten much better Mexican food somewhere else.",review,zAfxIeb4aX5XJA1g5C_1uQ,0,0,0
7177,BcRb2bBN9pGdV8Ef5-dKUA,2012-05-09,mbl7pzonBNY8XaK5eumPdA,2,"I had high hopes for the Habit since I live only a couple miles away, but it was mostly disappointing for me.  I'm vegetarian, so I have no idea how their meat burgers taste, and they may be the best in the world for all I know, but the veggie burger was a tasteless lump for the most part.  I do give them kudos for having a veggie burger, but either put more effort into it, or take it off the menu and go full-on meat!

The service was nice, and I like the design of the place, but there are too many good veggie burgers to be had in the Valley to waste my time eating this one.  Parking lot is super-cramped, so if you need your meatburger fix, then don't come right at 12 or 6, unless you want to park in someone's yard.",review,YTrENuteaA0cc5JPkmAHlw,0,2,2
7183,xcOncADGPr9eki8OU5Ln7g,2011-11-21,33S5MB3TZgtRUsLDEUDZZQ,2,"Glorified panda express

With that generalization aside I was willing to give ol PF Changs another try when they served me a steamed shanghai shrimp dish that was devoid of flavor

Thinking less flavor meant a healthier meal I alas was given a shocking reminder of how this place sodium bombs there dishes when I read the nutritional info

 'tear",review,eiA073MhHpCdwBq8u_luZA,0,1,1
7184,nLpV9fo8xml-QHOKyOje2A,2012-02-20,-TN2LO3ihHKaJKobbjATkA,1,"Gross, plain and simple!  I'll crave some quick Chinese Food and then I'm always upset.  What a waste of money!",review,_1PmRIeiFmevDYJtHz4bkw,1,2,2
7185,gkv2XvXpFgiq4Bb2XK7YmQ,2012-08-17,p0FZQJMsrWbVGgztPAMdDQ,2,"Other than the ambiance of being a  Rock & Roll restauarnt, this place isn't good.  The food sucks.

I came in for a birthday party with 6 people, and not one of us actually enjoyed our food.  We had called ahead (2 weeks) to reserve a table before a game.  When we got there, the table had not even been set up.  We were 20 minutes later than planned getting to our table, and we missed 1 entire 1st inning and the top of the 2nd because it took so long to get our food.",review,E5qFR0RBQBoXx8FbrOkdbw,0,0,0
7188,TuCAYZ89lP_s6D7Y78xNhQ,2011-12-26,b8E4wJ8S6yLs1p4NrVQRQg,1,"Simply stated..............a GREASY burger from start to finish..

NOT 4 me....This place I will avoid while I continue on to a real good burger joint.!!",review,pB6-p_DMF0vLzLkHnO9MeQ,0,1,0
7189,MsouJnTwEDlufZWS5oNy_w,2010-08-03,nzzY-6CorH1X6YNzwBVzyA,1,"I'm very displeased with the service I receive from the Republican party in Arizona.  First, they provide us with John McCain.  Then, Jan Brewer.  Then they crap SB 1070 all over us, which we didn't even vote on.  I've never received anything but lousy politics from these people.",review,1PWFPOmqvLx3sGKuuKQr9Q,5,4,5
7190,Ql2cV2A9alEOlFySzEGNVw,2010-05-10,OUINQqKP-14HOrVkZOb1wg,2,"Pastrami tasted good, but had a lot of tough tissue, and was near impossible to bite through. Rye bread was low-quality.

Curly fries were tasty.

Cole slaw was yummy! Really the highlight of the meal.

Lemon bar was delicious, if a bit subdued. (I like the lemon to pucker my face)

The brownie was warm and chocolatey, but too many nuts.

Probably my only visit, unless someone invites me.",review,7cR92zkDv4W3kqzii6axvg,1,1,1
7191,h1kwVr1eTpBK0rWfcm5QSg,2010-08-28,z8mvrgHn2SyaoqCs_HEesA,2,"I've been to Buffalo Wild Wings before, but my first visit at this location was during UFC 117.

If you come here to watch fighting events like UFC I would recommend arriving 2 hours before the main card starts if you want a seat inside. I arrived an hour before the PPV portion of the fight started and didn't get a seat until half an hour in and it was outside. I ordered 12 regular wings and I was very underwhelmed. I felt the wings were overpriced because they are smaller than average.

The main reason why I went here was that they weren't charging a cover or bill minimum for the fight. Also, the atmosphere for a UFC fight was really good compared to the other BWW I went to in Tucson.

If you want a place with a good atmosphere for a sporting event, you should come to BWW. But your food expectations should be lowered a lot.",review,odaj8Gm4jc7lF20WoZ8RZg,0,0,0
7198,sDozh6iTylTJD26d7xcgGw,2012-12-27,BTnz63v_GpAgZw_a3diIfQ,2,"If I had written this review prior to an incident in September it would easily be 4 stars.

The bar tenders were awesome.  One night I was carrying around a largeish trophy (Why because I own one).  I put it on the bar to order beer and they asked me if I wanted a glass or if I wanted them to put it in the trophy.  Yes, yes I did (although they did have to pour the drink into the glass first cause the trophy was to big to properly fit under the tap).  This might not be a big deal to some, but since I've been kicked out of bars for drinking out of said trophy before and that was the first time I've ever had a bar tender be so cool about it.  Every time I've been hear the bar staff has rocked even when they are extremely busy.

Food.  I think I've eaten here once, so I'm not going to comment on it.  However I have been here when they switch from neighborhood bar mode to dance bar mode.  If you are at a table still eating at that time they have no hesitation moving your table out of the way, if you're lucky they will tell you about it before hand.

It's a good place for watching football/UFC/etc.  Could maybe use some more TV's.  Music is nothing outstanding, it's your typical dance/top 40's/etc that you would expect at any college dance bar.  Since the crowd often is college/recent grads, it fits the bar nicely.

I don't normally include bouncers in my reviews, but after what I saw the last time I was there, it's affected my opinion of the place and is the reason the place is only getting 2 stars.  If you are kicking someone out and the are leaving peacefully, there is no reason to put your hands on him, other than maybe to keep him from falling over the place.  So when I see a bouncer aggressively pushing a guy who has thrown up his hands in surrender, and in the process the bouncer knocks over a girl who has done nothing wrong, that's just not cool.  Maybe it's just me but I would think someone who works for the bar should be picking her up off the ground instead of nearly trampling her to help the bouncer who put her there while throwing out someone who is giving them no resistence on his way out.",review,AM2X1tso9b62GhMobfTHAw,0,1,1
7203,JhupPnWfNlMJivnWB5druA,2008-05-11,81w8h2cbi7bZMOI8s-10mA,2,"Blah

Food is boring and sub par in my book

The ambiance is chill and super trendy Scottsdalish

The drinks are all old time drinks.  Think Slow Gin Fizzes, Rusty Nails and Manhattans

The service is good though",review,PShy2RYNadDUhJf4ErOJ7w,1,4,2
7213,ABrSt3fsirLrUYNVrD3fbQ,2012-04-12,1q19O7RecORsrJD3vDFA_A,1,"I really enjoy writing reviews praising a place for great food, service, ambiance, and value, or any combination of these. Unfortunately, this isn't one of those reviews. 

This is a fish story... No, not about the big one that got away. Nor is it about the time I was fly fishing with my dad and had to rescue him because he stepped in a deep hole and sank when his waders filled with water.... this is about the trout that saved the day.

When my wife and I arrived at the Greene House, it was earlier in the evening, still happy hour, though we were there for dinner not appetizers. Checked-in with the hostess and were quoted a  quoted 30-45 minute wait for a table. We knew the place was popular so weren't upset with the wait as we were looking forward to a wonderful dinner.

Went to the bar to order wine and that's when our disappointment started. We were sitting in plain view at the edge of the bar facing the entry and there were TWO bartenders,  In spite of this, in the 15 minutes we waited, occasionally waving and saying ""excuse me"" to get the bartenders' attention, we never even got so much as a Hi, and certainly not an opportunity to order a drink.

I had only just told my wife I wasn't willing to wait another 15-30 minutes wine free when the hostess pleasantly surprised us by saying a table was ready. Our relief was short lived however.

After being seated, it was approximately 5 minutes before our server came to the table. We ordered wine and water.

Our wine and water came NINE minutes later... a total of over 30 minutes since we entered the restaurant before we received our first beverage.

We skipped an appetizer, planning ahead for dessert, and for our entree ordered Rainbow Trout with a side of Truffle Parmesan Fries.

Approximately 15 minutes later, our SIDE of Truffle Parmesan Fries showed up... sans trout. 

When asked about the missing trout, she said it'd be a few more minutes because the kitchen was backed up. When asked why she brought the side of fries, she said she thought we wanted them first, a leap of logic that totally escaped us. 

When our server said she could take the fries back ""to keep them warm until our trout was ready"", my wife and I looked at each other in amazement and made a spontaneous decision that given we were now STARVING, our original side of fries would serve us better as a hot appetizer than as a reheated side with dinner.

Finally, a few minutes after our Truffle Parmesan Fries were gone, our trout arrived. As I indicated in the begining, it saved the day. The fish was fresh, perfectly prepared and exceptional.

As good as the trout was however, is wasn't good enough to make us ever return to the Greene House. There is no reason any customer should suffer through such slow and uninspired service when there are at least a dozen restaurants within a 2 mile radius of this one (much less dozens more throughout the Phoeniz metro area), that are SIGNIFICANTLY more enjoyable. 

Spend your hard earned money somewhere else",review,N-Hn3--2DO5HzvrNcRGRag,0,3,0
